inteli5,1,0,[(100, 41.47), (200, 81.76), (300, 122.72), (400, 162.66), (500, 201.68), (600, 248.45), (700, 288.07), (800, 327.88)]
inteli7,4,0,[(100, 7.86), (200, 15.63), (300, 23.58), (400, 32.68), (500, 40.01), (600, 49.46), (700, 59.71), (800, 75.04)]
inteli7,6,0,[(100, 6.05), (200, 12.14), (300, 17.6), (400, 23.51), (500, 30.36), (600, 37.32), (700, 43.41), (800, 49.41)]
inteli7,8,0,[(100, 5.8), (200, 10.17), (300, 15.36), (400, 20.52), (500, 26.02), (600, 31.54), (700, 36.31), (800, 42.31)]
inteli7,10,0,[(100, 4.62), (200, 8.91), (300, 13.78), (400, 18.43), (500, 23.24), (600, 27.56), (700, 33.2), (800, 38.65)]
inteli7,12,0,[(100, 4.79), (200, 9.21), (300, 13.69), (400, 18.26), (500, 22.94), (600, 29.03), (700, 36.43), (800, 38.14)]
inteli7,16,0,[(100, 4.52), (200, 8.61), (300, 12.77), (400, 16.87), (500, 21.4), (600, 25.28), (700, 31.89), (800, 35.26)]
inteli7,8,1,[(100, 4.72), (200, 9.82), (300, 14.53), (400, 19.33), (500, 24.14), (600, 29.0), (700, 33.96), (800, 39.05)]
inteli7,16,1,[(100, 4.53), (200, 9.19), (300, 13.74), (400, 17.01), (500, 21.53), (600, 25.59), (700, 29.67),(800,34.15)]
